Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
-0.2023,Wed Mar 07 18:39:10 +0000 2018,0.23,0.619,0.15,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. ? Here's what critics are saying about #TheGoodF…",29,@CBS
0.0,Wed Mar 07 17:06:02 +0000 2018,0.0,1.0,0.0,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",30,@CBS
0.6705,Tue Mar 06 18:10:59 +0000 2018,0.0,0.756,0.244,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",31,@CBS
0.3818,Mon Mar 05 22:16:43 +0000 2018,0.0,0.833,0.167,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",32,@CBS
0.4404,Sun Mar 04 08:05:26 +0000 2018,0.0,0.884,0.116,"RT @thegoodfight: It feels good to be back. ??? The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",33,@CBS
0.0,Sat Mar 03 20:55:20 +0000 2018,0.0,1.0,0.0,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",34,@CBS
0.7096,Fri Mar 02 22:30:01 +0000 2018,0.0,0.753,0.247,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",35,@CBS
0.7096,Fri Mar 02 20:30:01 +0000 2018,0.0,0.718,0.282,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",36,@CBS
0.4939,Fri Mar 02 18:45:00 +0000 2018,0.0,0.849,0.151,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",37,@CBS
-0.6981,Thu Mar 01 18:59:01 +0000 2018,0.21,0.79,0.0,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,38,@CBS
0.4547,Thu Mar 01 18:12:57 +0000 2018,0.092,0.749,0.159,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",39,@CBS
0.8591,Thu Mar 01 18:11:50 +0000 2018,0.0,0.462,0.538,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,40,@CBS
0.4885,Thu Mar 01 18:10:50 +0000 2018,0.151,0.615,0.234,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,41,@CBS
0.5994,Thu Mar 01 14:36:21 +0000 2018,0.0,0.822,0.178,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",42,@CBS
0.7717,Thu Mar 01 14:29:20 +0000 2018,0.0,0.675,0.325,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",43,@CBS
0.6908,Thu Mar 01 14:15:29 +0000 2018,0.0,0.725,0.275,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",44,@CBS
0.0,Thu Mar 01 13:50:11 +0000 2018,0.0,1.0,0.0,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",45,@CBS
0.0,Thu Mar 01 01:04:52 +0000 2018,0.0,1.0,0.0,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,46,@CBS
0.0,Wed Feb 28 19:56:58 +0000 2018,0.0,1.0,0.0,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",47,@CBS
0.4404,Wed Feb 28 19:08:30 +0000 2018,0.0,0.884,0.116,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",48,@CBS
0.5562,Tue Feb 27 03:23:47 +0000 2018,0.0,0.848,0.152,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,49,@CBS
0.0,Mon Feb 26 22:50:32 +0000 2018,0.0,1.0,0.0,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",50,@CBS
0.0,Mon Feb 26 21:08:30 +0000 2018,0.0,1.0,0.0,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",51,@CBS
0.4482,Mon Feb 26 19:53:41 +0000 2018,0.0,0.895,0.105,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! ? You can be…",52,@CBS
0.784,Mon Feb 26 18:32:36 +0000 2018,0.0,0.734,0.266,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,53,@CBS
0.9359,Mon Feb 26 18:20:16 +0000 2018,0.0,0.571,0.429,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert?'s good fri…,54,@CBS
-0.5423,Mon Feb 26 16:53:56 +0000 2018,0.184,0.816,0.0,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",55,@CBS
0.0,Mon Feb 26 16:52:01 +0000 2018,0.0,1.0,0.0,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",56,@CBS
0.0,Mon Feb 26 16:17:55 +0000 2018,0.0,1.0,0.0,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",57,@CBS
0.7644,Mon Feb 26 01:12:32 +0000 2018,0.0,0.769,0.231,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",58,@CBS
0.0,Sun Feb 25 21:51:32 +0000 2018,0.0,1.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,59,@CBS
0.0,Sun Feb 25 21:51:22 +0000 2018,0.0,1.0,0.0,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",60,@CBS
0.5093,Fri Feb 23 18:15:40 +0000 2018,0.0,0.845,0.155,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! ??…,61,@CBS
0.0,Thu Feb 22 19:26:52 +0000 2018,0.0,1.0,0.0,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",62,@CBS
0.0,Wed Feb 21 19:20:04 +0000 2018,0.0,1.0,0.0,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,63,@CBS
0.6808,Wed Feb 21 18:19:25 +0000 2018,0.0,0.752,0.248,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",64,@CBS
0.4404,Tue Feb 20 19:55:19 +0000 2018,0.0,0.884,0.116,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",65,@CBS
-0.4019,Tue Feb 20 17:58:18 +0000 2018,0.119,0.881,0.0,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",66,@CBS
0.3612,Tue Feb 20 17:39:51 +0000 2018,0.0,0.872,0.128,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,67,@CBS
0.6124,Sat Feb 17 01:07:20 +0000 2018,0.0,0.773,0.227,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",68,@CBS
0.3182,Fri Feb 16 18:42:43 +0000 2018,0.0,0.892,0.108,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",69,@CBS
0.68,Fri Feb 16 17:48:20 +0000 2018,0.0,0.752,0.248,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",70,@CBS
0.8619,Wed Feb 14 19:23:27 +0000 2018,0.0,0.534,0.466,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ?? Happy #ValentinesDay! https://t.co/poEejI4AnC,71,@CBS
0.0,Tue Feb 13 20:03:56 +0000 2018,0.0,1.0,0.0,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",72,@CBS
0.7506,Tue Feb 13 18:54:52 +0000 2018,0.0,0.748,0.252,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",73,@CBS
0.0,Mon Feb 12 18:49:45 +0000 2018,0.0,1.0,0.0,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,74,@CBS
0.0,Mon Feb 12 01:32:33 +0000 2018,0.0,1.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,75,@CBS
0.8478,Fri Feb 09 00:50:01 +0000 2018,0.0,0.696,0.304,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,76,@CBS
-0.5859,Thu Feb 08 16:09:35 +0000 2018,0.186,0.814,0.0,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,77,@CBS
0.0516,Wed Feb 07 18:35:19 +0000 2018,0.0,0.934,0.066,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",78,@CBS
0.5574,Wed Feb 07 16:17:48 +0000 2018,0.152,0.536,0.312,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",79,@CBS
0.0,Tue Feb 06 22:21:39 +0000 2018,0.0,1.0,0.0,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",80,@CBS
0.0772,Tue Feb 06 17:05:49 +0000 2018,0.106,0.773,0.121,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",81,@CBS
0.0,Sun Feb 04 15:35:36 +0000 2018,0.0,1.0,0.0,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",82,@CBS
0.1531,Sun Feb 04 12:00:01 +0000 2018,0.0,0.882,0.118,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",83,@CBS
0.0,Sat Feb 03 23:11:43 +0000 2018,0.0,1.0,0.0,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,84,@CBS
0.8268,Sat Feb 03 12:00:07 +0000 2018,0.0,0.662,0.338,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",85,@CBS
-0.0772,Fri Feb 02 22:36:13 +0000 2018,0.075,0.925,0.0,RT @swatcbs: ?@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,86,@CBS
0.4019,Fri Feb 02 20:07:40 +0000 2018,0.0,0.856,0.144,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",87,@CBS
0.4003,Fri Feb 02 19:03:33 +0000 2018,0.0,0.876,0.124,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,88,@CBS
0.6114,Fri Feb 02 17:23:18 +0000 2018,0.0,0.834,0.166,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,89,@CBS
0.0,Thu Feb 01 22:04:41 +0000 2018,0.0,1.0,0.0,? @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,90,@CBS
0.0,Thu Feb 01 20:09:49 +0000 2018,0.0,1.0,0.0,"? @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",91,@CBS
0.1139,Wed Jan 31 21:42:15 +0000 2018,0.0,0.912,0.088,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",92,@CBS
0.1007,Wed Jan 31 17:05:47 +0000 2018,0.115,0.75,0.135,RT @survivorcbs: Get excited! ? It’s finally time to meet the castaways of #Survivor: Ghost Island ? https://t.co/xQQ8ROhKbM https://t.co/P…,93,@CBS
0.4588,Wed Jan 31 16:37:17 +0000 2018,0.0,0.812,0.188,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",94,@CBS
0.1779,Wed Jan 31 06:55:30 +0000 2018,0.095,0.779,0.126,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,95,@CBS
-0.2263,Wed Jan 31 02:15:16 +0000 2018,0.252,0.569,0.179,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",96,@CBS
-0.4767,Wed Jan 31 01:58:40 +0000 2018,0.256,0.744,0.0,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",97,@CBS
0.4939,Wed Jan 31 01:52:46 +0000 2018,0.119,0.625,0.256,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",98,@CBS
0.5093,Wed Jan 31 01:49:43 +0000 2018,0.0,0.81,0.19,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy",99,@CBS
0.6369,Tue Mar 20 19:32:09 +0000 2018,0.0,0.802,0.198,"Cambridge Analytica, the embattled data analytics company best known for its work on President Trump's campaign, ha… https://t.co/5TmS0KHPYE",0,@CNN
0.0,Tue Mar 20 19:29:06 +0000 2018,0.0,1.0,0.0,"KB Toys aims to fill the void that Toys ""R"" Us is leaving behind https://t.co/ZrMwJCXENE https://t.co/W2tMTRvIHC",1,@CNN
0.0,Tue Mar 20 19:23:46 +0000 2018,0.0,1.0,0.0,"RT @CNNnewsroom: ""We're talking about someone that has experience with these devices, and has...maybe, a scientific mind"" - Former FBI Spec…",2,@CNN
0.0,Tue Mar 20 19:22:05 +0000 2018,0.0,1.0,0.0,Fed up with Facebook? Here's what you need to know about protecting your data https://t.co/xXDmutBNyR https://t.co/o558X8vRkK,3,@CNN
0.128,Tue Mar 20 19:17:42 +0000 2018,0.0,0.919,0.081,"Former GOP White House official Peter Wehner says evangelicals' mulligan defense of President Trump is ""complete hy… https://t.co/Dmn55fWfiO",4,@CNN
0.3182,Tue Mar 20 19:10:09 +0000 2018,0.063,0.814,0.122,Market analysts warn that the stock market could be impacted if President Trump tries to oust special counsel Rober… https://t.co/jH8o0jdGye,5,@CNN
-0.1027,Tue Mar 20 19:04:31 +0000 2018,0.069,0.931,0.0,"California Rep. Barbara Lee says Education Secretary Betsy DeVos' ""head is in the sand"" regarding racial bias and d… https://t.co/yAQuCBJBvG",6,@CNN
0.0,Tue Mar 20 19:00:15 +0000 2018,0.0,1.0,0.0,"""Black Panther"" is the the most-tweeted about movie of all time, Twitter says https://t.co/3BqCoaCuHI https://t.co/ZAZSYeWIEC",7,@CNN
-0.5994,Tue Mar 20 18:55:04 +0000 2018,0.157,0.843,0.0,Wreckage from the USS Juneau -- a World War II cruiser sunk by a Japanese torpedo in 1942 -- has been discovered by… https://t.co/wn8aLW7516,8,@CNN
0.4767,Tue Mar 20 18:50:04 +0000 2018,0.0,0.838,0.162,The Senate Intelligence Committee has released a bipartisan list of recommendations to states and the federal gover… https://t.co/BiogMj6zO5,9,@CNN
0.0,Tue Mar 20 18:45:07 +0000 2018,0.0,1.0,0.0,Why your next work meeting could be outside https://t.co/kgrjuJ8dbB https://t.co/oglkMUaf2W,10,@CNN
0.0,Tue Mar 20 18:40:09 +0000 2018,0.0,1.0,0.0,Kids 50 years ago almost never drew scientists as women. Now they do almost a third of the time.… https://t.co/VwkKnfj2Oo,11,@CNN
-0.3818,Tue Mar 20 18:36:58 +0000 2018,0.098,0.902,0.0,RT @CNNweather: How about this for the first day of #Spring. The fourth nor'easter in three weeks has the possibility to dump more snow on…,12,@CNN
0.0,Tue Mar 20 18:35:08 +0000 2018,0.0,1.0,0.0,"Secretary Ben Carson detailed his wife's involvement in picking out a dining room set for his office, saying that s… https://t.co/efx94WEVUy",13,@CNN
-0.4939,Tue Mar 20 18:30:14 +0000 2018,0.198,0.802,0.0,"I tweeted about diversity and got hammered by haters, @djrothkopf writes for @CNNopinion https://t.co/OUn6nmGOSo https://t.co/AVQJAm4tvB",14,@CNN
0.624,Tue Mar 20 18:25:04 +0000 2018,0.0,0.769,0.231,"Amazon just passed Alphabet, the owner of Google, to become the second most valuable company in the US… https://t.co/mrzbRTTuwF",15,@CNN
0.0,Tue Mar 20 18:20:10 +0000 2018,0.0,1.0,0.0,Prince Harry and Meghan Markle reveal who will make the cake for their May 19 wedding. Pastry chef Claire Ptak will… https://t.co/kzhlEfqFiD,16,@CNN
-0.594,Tue Mar 20 18:12:14 +0000 2018,0.205,0.732,0.064,"RT @CNNPolitics: Sanders on Trump's tweets criticizing Mueller: ""We have not been shy about the fact that there is frustration of this proc…",17,@CNN
0.5859,Tue Mar 20 18:10:54 +0000 2018,0.0,0.817,0.183,Sen. John McCain slams President Trump for congratulating Russian President Vladimir Putin on his election win: “An… https://t.co/1fgyNMlaEw,18,@CNN
-0.296,Tue Mar 20 18:05:52 +0000 2018,0.091,0.909,0.0,"RT @CNNPolitics: White House press secretary Sarah Sanders says ""there are no specific plans made at this time"" for President Trump to meet…",19,@CNN
-0.2732,Tue Mar 20 18:00:10 +0000 2018,0.1,0.9,0.0,A former Playboy model who allegedly had a nine-month affair with Donald Trump is suing to be released from an agre… https://t.co/t6Qj8Ifiik,20,@CNN
0.0,Tue Mar 20 17:56:05 +0000 2018,0.0,1.0,0.0,"White House press secretary Sarah Sanders is holding a press briefing.

Follow live updates:… https://t.co/xKKp32JIQS",21,@CNN
0.5574,Tue Mar 20 17:50:06 +0000 2018,0.0,0.723,0.277,Donald Trump is done playing nice with Bob Mueller | Analysis by @CillizzaCNN https://t.co/fWTuChI6rG https://t.co/jBQ2qUMvD1,22,@CNN
-0.1027,Tue Mar 20 17:40:51 +0000 2018,0.14,0.736,0.124,The world's last male northern white rhino has died leaving only two females left to save the subspecies from extin… https://t.co/a89i3Tc3Am,23,@CNN
-0.4019,Tue Mar 20 17:36:47 +0000 2018,0.137,0.863,0.0,Republican Gov. Larry Hogan following the shooting at a Maryland high school that injured two students: “It’s tragi… https://t.co/FcThdax1xR,24,@CNN
0.0,Tue Mar 20 17:30:07 +0000 2018,0.0,1.0,0.0,Conservation groups sue to overturn the Trump administration's trophy hunting decision https://t.co/TrWv2rEaxF https://t.co/dZu9mPtjHb,25,@CNN
0.0,Tue Mar 20 17:20:06 +0000 2018,0.0,1.0,0.0,"Within minutes of news of yet another school shooting, survivors of last month's massacre at a high school in Parkl… https://t.co/5iSFYxSJ7A",26,@CNN
0.4215,Tue Mar 20 17:10:08 +0000 2018,0.0,0.833,0.167,United Airlines says it is suspending a program that transports pets in cargo holds https://t.co/Fbamn4NEIp https://t.co/R19QomWoRf,27,@CNN
0.5598,Tue Mar 20 17:00:10 +0000 2018,0.0,0.847,0.153,"Michelle Obama is so popular she needed more space. The painting of the former first lady, unveiled at the Smithson… https://t.co/MVW21uSZx2",28,@CNN
-0.3612,Tue Mar 20 17:00:08 +0000 2018,0.143,0.857,0.0,The National Rifle Association is criticizing Florida's Republican House Speaker Richard Corcoran for his comments… https://t.co/1tYOw2EkR3,29,@CNN
0.5267,Tue Mar 20 16:54:35 +0000 2018,0.0,0.825,0.175,President Trump says he congratulated Vladimir Putin on winning the Russian presidential election. Trump also spoke… https://t.co/U6o1ceKRp3,30,@CNN
0.296,Tue Mar 20 16:50:13 +0000 2018,0.0,0.905,0.095,Facebook's stock is sliding for the second day in a row. Shares fell another 5% Tuesday on the heels of the company… https://t.co/JfWDwvn2fe,31,@CNN
0.0,Tue Mar 20 16:40:08 +0000 2018,0.0,1.0,0.0,Ohio might soon have an official state dog. 12 other states already do: https://t.co/qGUIsaFzjt https://t.co/i572sStWij,32,@CNN
-0.5956,Tue Mar 20 16:34:14 +0000 2018,0.177,0.823,0.0,"President Trump: “The bombings in Austin are terrible… This is obviously a very, very sick individual or maybe indi… https://t.co/tGYi0x7G2C",33,@CNN
0.1779,Tue Mar 20 16:29:17 +0000 2018,0.0,0.876,0.124,Amazon CEO Jeff Bezos took a robot dog named SpotMini for a walk https://t.co/5gPk9Mg8l2 https://t.co/E4SCrpVtQn,34,@CNN
-0.0572,Tue Mar 20 16:23:02 +0000 2018,0.111,0.788,0.1,"House Speaker Paul Ryan says he received ""assurances"" that President Trump is not considering firing special counse… https://t.co/AxtE5K2URe",35,@CNN
0.5267,Tue Mar 20 16:10:09 +0000 2018,0.0,0.815,0.185,President Trump congratulated Russia President Vladimir Putin on winning the Russian presidential election in a tel… https://t.co/OvLi4xk6AT,36,@CNN
0.0,Tue Mar 20 16:00:08 +0000 2018,0.0,1.0,0.0,CNN's @JakeTapper will interview former FBI Director James @Comey on April 19 https://t.co/8cPVW1mzfK https://t.co/L3ouls0rnK,37,@CNN
0.0,Tue Mar 20 15:52:08 +0000 2018,0.0,1.0,0.0,"K-pop group Red Velvet will be part of a group of South Korean pop stars who will be performing in Pyongyang, North… https://t.co/cWIpgYpowK",38,@CNN
-0.4019,Tue Mar 20 15:41:19 +0000 2018,0.137,0.863,0.0,Sheriff: Two students were injured during the shooting at a Maryland high school Tuesday morning just before classe… https://t.co/OBgR6SUZWq,39,@CNN
0.0,Tue Mar 20 15:30:07 +0000 2018,0.0,1.0,0.0,96-year-old style icon Iris Apfel has become the oldest person ever to be immortalized as a Barbie doll… https://t.co/eXRHiRNKzC,40,@CNN
0.0,Tue Mar 20 15:29:39 +0000 2018,0.0,1.0,0.0,"Officials in Maryland are holding a briefing on the shooting at a high school there earlier this morning.

Watch:… https://t.co/nQzePg5pH7",41,@CNN
0.0,Tue Mar 20 15:18:24 +0000 2018,0.0,1.0,0.0,"Police chief: A package exploded while traveling along an automated conveyor belt at the Schertz, Texas, FedEx faci… https://t.co/MiztO7K2Tc",42,@CNN
0.0,Tue Mar 20 15:11:58 +0000 2018,0.0,1.0,0.0,"Officials are holding a briefing following an explosion this morning at a FedEx facility near San Antonio.

Follow… https://t.co/zWpHuePVyO",43,@CNN
-0.5423,Tue Mar 20 14:57:55 +0000 2018,0.143,0.857,0.0,Tens of millions of people in some of the world's poorest areas could be displaced by climate change in just a few… https://t.co/4VdsGJUKO3,44,@CNN
0.7579,Tue Mar 20 14:43:52 +0000 2018,0.097,0.609,0.294,"At least 3 people are injured after the shooting this morning at Great Mills High School in Great Mills, Maryland,… https://t.co/kFiLlST9Iy",45,@CNN
0.0,Tue Mar 20 14:30:20 +0000 2018,0.0,1.0,0.0,Your personal information is Facebook's currency. It's bought and sold every day. https://t.co/oRq26svDwq,46,@CNN
-0.7366,Tue Mar 20 14:20:09 +0000 2018,0.293,0.707,0.0,"President Trump's opioid plan to kill drug dealers is about vengeance, not solutions, @fordvox writes for… https://t.co/I0MD7e2zSB",47,@CNN
0.0,Tue Mar 20 14:10:13 +0000 2018,0.0,1.0,0.0,"There has been, on average, 1 school shooting every week this year https://t.co/TFkgODHjDU https://t.co/7IK0NtPsKM",48,@CNN
-0.4939,Tue Mar 20 14:00:06 +0000 2018,0.144,0.856,0.0,"""We swipe left on your attempted scare tactics"": Female-friendly dating app Bumble took out a full-page ad in the N… https://t.co/vSfrhdNOEM",49,@CNN
-0.3612,Tue Mar 20 13:54:35 +0000 2018,0.122,0.878,0.0,"JUST IN: Police in Austin, Texas, are responding to a suspicious package at another FedEx facility.

A package at a… https://t.co/vXcO9lzCIQ",50,@CNN
-0.6249,Tue Mar 20 13:40:06 +0000 2018,0.272,0.728,0.0,This is how lawmakers plan to end the opioid crisis https://t.co/RqCTL6Eiue https://t.co/Ds0C57hAMl,51,@CNN
0.0,Tue Mar 20 13:30:30 +0000 2018,0.0,1.0,0.0,Former Cambridge Analytica contractor Christopher Wylie tells CNN’s @donlemon that he helped build a “psychological… https://t.co/mlsw9O6OY4,52,@CNN
0.8481,Tue Mar 20 13:14:24 +0000 2018,0.0,0.687,0.313,"Here’s a look from the scene outside Great Mills High School in Great Mills, Maryland, which is currently on lockdo… https://t.co/HqZMB7Gxd9",53,@CNN
0.6249,Tue Mar 20 13:07:20 +0000 2018,0.0,0.823,0.177,"Agents with the FBI and ATF are responding to the reported shooting at a high school in Great Mills, Maryland… https://t.co/i1vl1AHwUU",54,@CNN
0.0,Tue Mar 20 12:51:57 +0000 2018,0.0,1.0,0.0,"The school is on lock down, according to the school district, and the incident has been contained.

Follow for upda… https://t.co/M0I07ONc4n",55,@CNN
0.8481,Tue Mar 20 12:43:12 +0000 2018,0.0,0.687,0.313,BREAKING: St. Mary’s County Public Schools says there has been a shooting at Great Mills High School in Great Mills… https://t.co/n1lLVTSzGv,56,@CNN
0.0,Tue Mar 20 12:40:06 +0000 2018,0.0,1.0,0.0,Delta Airlines misrouted an Idaho man's 8-week-old puppy on a cross-country trip -- landing in Las Vegas and Salt L… https://t.co/zWB4sbm1iG,57,@CNN
-0.4767,Tue Mar 20 12:30:03 +0000 2018,0.14,0.86,0.0,The younger brother of the Parkland gunman was arrested Monday for trespassing on the campus of Marjory Stoneman Do… https://t.co/4EvL7EBc6E,58,@CNN
0.0,Tue Mar 20 12:20:12 +0000 2018,0.0,1.0,0.0,Robert Mueller has Donald Trump in a box. | Analysis by @StCollinson https://t.co/EenPN3xyq7 https://t.co/47ImR1v3zj,59,@CNN
-0.6369,Tue Mar 20 12:10:08 +0000 2018,0.226,0.704,0.07,A load of gold worth up to $54 million went missing during the Civil War. There may be a break in the case.… https://t.co/0JhOYk2vaw,60,@CNN
